"code","entity","nr","date","vote","key","turnout"
"ref","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","70 bis 79 Jahre",0.1276
"ref","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","70 bis 79 Jahre",0.1661
"ref","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","70 bis 79 Jahre",0.1607
"ref","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",0.075
"f","Stadt Luzern",1,2012-03-11,"Ferieninitiative","70 bis 79 Jahre",0.5945
"f","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","70 bis 79 Jahre",0.497
"f","Stadt Luzern",3,2012-06-17,"Managed Care","70 bis 79 Jahre",0.6313
"f","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","70 bis 79 Jahre",0.5816
"f","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","70 bis 79 Jahre",0.4806
"f","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","70 bis 79 Jahre",0.6076
"f","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","70 bis 79 Jahre",0.6224
"f","Stadt Luzern",8,2013-09-22,"Wehrpflicht","70 bis 79 Jahre",0.6066
"f","Stadt Luzern",9,2013-11-24,"1 zu 12","70 bis 79 Jahre",0.6235
"f","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","70 bis 79 Jahre",0.6508
"f","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","70 bis 79 Jahre",0.6695
"f","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","70 bis 79 Jahre",0.641
"f","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","70 bis 79 Jahre",0.6411
"f","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","70 bis 79 Jahre",0.5522
"f","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","70 bis 79 Jahre",0.4217
"f","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","70 bis 79 Jahre",0.508
"f","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","70 bis 79 Jahre",0.5637
"f","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","70 bis 79 Jahre",0.5388
"overall","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","80+ Jahre",0.4475
"overall","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","80+ Jahre",0.3671
"overall","Kanton Neuenburg",3,2012-06-17,"Managed Care","80+ Jahre",0.3916
"overall","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",0.5073
"overall","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",0.3505
"overall","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","80+ Jahre",0.429
"overall","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",0.4297
"overall","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","80+ Jahre",0.44
"overall","Kanton Neuenburg",9,2013-11-24,"1 zu 12","80+ Jahre",0.5024
"overall","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",0.5275
"overall","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",0.5159
"overall","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",0.4988
"overall","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","80+ Jahre",0.4561
"overall","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",0.4502
"overall","Kanton Neuenburg",15,2015-06-14,"Erbschaftssteuer","80+ Jahre",0.4349
"overall","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",0.4305
"m","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","80+ Jahre",0.569
"m","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","80+ Jahre",0.4693
"m","Kanton Neuenburg",3,2012-06-17,"Managed Care","80+ Jahre",0.4947
"m","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",0.6141
"m","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",0.4586
"m","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","80+ Jahre",0.5391
"m","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",0.5428
"m","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","80+ Jahre",0.5678
"m","Kanton Neuenburg",9,2013-11-24,"1 zu 12","80+ Jahre",0.6201
"m","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",0.6529
"m","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",0.6248
"m","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",0.6058
"m","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","80+ Jahre",0.572
"m","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",0.5709
"m","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","80+ Jahre",0.5616
"m","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",0.5561
"f","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","80+ Jahre",0.3865
"f","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","80+ Jahre",0.3142
"f","Kanton Neuenburg",3,2012-06-17,"Managed Care","80+ Jahre",0.3384
"f","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",0.4522
"f","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",0.2948
"f","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","80+ Jahre",0.3711
"f","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",0.3724
"f","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","80+ Jahre",0.3763
"f","Kanton Neuenburg",9,2013-11-24,"1 zu 12","80+ Jahre",0.4418
"f","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",0.4638
"f","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",0.4585
"f","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",0.4431
"f","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","80+ Jahre",0.3946
"f","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",0.389
"f","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","80+ Jahre",0.3708
"f","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",0.3647
"gap","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","80+ Jahre",-0.1825
"gap","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","80+ Jahre",-0.1551
"gap","Kanton Neuenburg",3,2012-06-17,"Managed Care","80+ Jahre",-0.1563
"gap","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",-0.1619
"gap","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",-0.1638
"gap","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","80+ Jahre",-0.168
"gap","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",-0.1704
"gap","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","80+ Jahre",-0.1915
"gap","Kanton Neuenburg",9,2013-11-24,"1 zu 12","80+ Jahre",-0.1783
"gap","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",-0.1891
"gap","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",-0.1663
"gap","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",-0.1627
"gap","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","80+ Jahre",-0.1774
"gap","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",-0.182
"gap","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","80+ Jahre",-0.1908
"gap","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",-0.1914
"ref","Kanton Neuenburg",1,2012-03-11,"Ferieninitiative","80+ Jahre",-0.0113
"ref","Kanton Neuenburg",2,2012-05-13,"Lokale Wahlen","80+ Jahre",0.0335
"ref","Kanton Neuenburg",3,2012-06-17,"Managed Care","80+ Jahre",0.0718
"ref","Kanton Neuenburg",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",-0.0077
"ref","Kanton Neuenburg",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",0.0641
"ref","Kanton Neuenburg",6,2013-03-03,"Abzockerinitiative","80+ Jahre",0.0529
"ref","Kanton Neuenburg",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",0.0546
"ref","Kanton Neuenburg",8,2013-09-22,"Wehrpflicht","80+ Jahre",0.0114
"ref","Kanton Neuenburg",9,2013-11-24,"1 zu 12","80+ Jahre",-0.0064
"ref","Kanton Neuenburg",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",-0.0261
"ref","Kanton Neuenburg",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",0.0196
"ref","Kanton Neuenburg",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",0.0526
"ref","Kanton Neuenburg",13,2014-11-30,"Pauschalsteuer","80+ Jahre",0.0707
"ref","Kanton Neuenburg",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",0.0375
"ref","Kanton Neuenburg",15,2014-06-14,"Erbschaftssteuer","80+ Jahre",0.0456
"ref","Kanton Neuenburg",16,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",0.0577
"overall","Stadt Luzern",1,2012-03-11,"Ferieninitiative","80+ Jahre",0.4729
"overall","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","80+ Jahre",0.4013
"overall","Stadt Luzern",3,2012-06-17,"Managed Care","80+ Jahre",0.4836
"overall","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",0.4406
"overall","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",0.3601
"overall","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","80+ Jahre",0.4206
"overall","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",0.45
"overall","Stadt Luzern",8,2013-09-22,"Wehrpflicht","80+ Jahre",0.4341
"overall","Stadt Luzern",9,2013-11-24,"1 zu 12","80+ Jahre",0.4424
"overall","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",0.4233
"overall","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",0.4357
"overall","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",0.4148
"overall","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","80+ Jahre",0.4035
"overall","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",0.3226
"overall","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","80+ Jahre",0.2542
"overall","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","80+ Jahre",0.3134
"overall","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","80+ Jahre",0.3283
"overall","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",0.3344
"m","Stadt Luzern",1,2012-03-11,"Ferieninitiative","80+ Jahre",0.6389
"m","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","80+ Jahre",0.543
"m","Stadt Luzern",3,2012-06-17,"Managed Care","80+ Jahre",0.6271
"m","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",0.589
"m","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",0.4889
"m","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","80+ Jahre",0.5313
"m","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",0.5556
"m","Stadt Luzern",8,2013-09-22,"Wehrpflicht","80+ Jahre",0.5632
"m","Stadt Luzern",9,2013-11-24,"1 zu 12","80+ Jahre",0.5638
"m","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",0.5211
"m","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",0.5399
"m","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",0.5138
"m","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","80+ Jahre",0.5141
"m","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",0.3969
"m","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","80+ Jahre",0.3311
"m","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","80+ Jahre",0.3917
"m","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","80+ Jahre",0.3985
"m","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",0.4251
"gap","Stadt Luzern",1,2012-03-11,"Ferieninitiative","80+ Jahre",-0.2467
"gap","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","80+ Jahre",-0.2105
"gap","Stadt Luzern",3,2012-06-17,"Managed Care","80+ Jahre",-0.2127
"gap","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",-0.2194
"gap","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",-0.1903
"gap","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","80+ Jahre",-0.1645
"gap","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",-0.1567
"gap","Stadt Luzern",8,2013-09-22,"Wehrpflicht","80+ Jahre",-0.1913
"gap","Stadt Luzern",9,2013-11-24,"1 zu 12","80+ Jahre",-0.1797
"gap","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",-0.1451
"gap","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",-0.1545
"gap","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",-0.147
"gap","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","80+ Jahre",-0.164
"gap","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",-0.1117
"gap","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","80+ Jahre",-0.1156
"gap","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","80+ Jahre",-0.1174
"gap","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","80+ Jahre",-0.1052
"gap","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",-0.1357
"ref","Stadt Luzern",1,2012-03-11,"Ferieninitiative","80+ Jahre",0.0292
"ref","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","80+ Jahre",0.0314
"ref","Stadt Luzern",3,2012-06-17,"Managed Care","80+ Jahre",0.0261
"ref","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",-0.0063
"ref","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",0.0292
"ref","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","80+ Jahre",-0.0301
"ref","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",-0.0064
"ref","Stadt Luzern",8,2013-09-22,"Wehrpflicht","80+ Jahre",-0.0359
"ref","Stadt Luzern",9,2013-11-24,"1 zu 12","80+ Jahre",-0.0665
"ref","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",-0.1084
"ref","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",-0.1243
"ref","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",-0.057
"ref","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","80+ Jahre",-0.1223
"ref","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",-0.0903
"ref","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","80+ Jahre",-0.0858
"ref","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","80+ Jahre",-0.0633
"ref","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","80+ Jahre",-0.1057
"ref","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",-0.1633
"f","Stadt Luzern",1,2012-03-11,"Ferieninitiative","80+ Jahre",0.3922
"f","Stadt Luzern",2,2012-05-06,"Lokale Wahlen","80+ Jahre",0.3325
"f","Stadt Luzern",3,2012-06-17,"Managed Care","80+ Jahre",0.4144
"f","Stadt Luzern",4,2012-09-23,"Schutz vor Passivrauchen","80+ Jahre",0.3696
"f","Stadt Luzern",5,2012-11-25,"Tierseuchengesetz","80+ Jahre",0.2986
"f","Stadt Luzern",6,2013-03-03,"Abzockerinitiative","80+ Jahre",0.3668
"f","Stadt Luzern",7,2013-06-09,"Volkswahl des Bundesrates","80+ Jahre",0.3989
"f","Stadt Luzern",8,2013-09-22,"Wehrpflicht","80+ Jahre",0.3719
"f","Stadt Luzern",9,2013-11-24,"1 zu 12","80+ Jahre",0.3841
"f","Stadt Luzern",10,2014-02-09,"Masseneinwanderungsinitiative","80+ Jahre",0.376
"f","Stadt Luzern",11,2014-05-18,"Mindestlohninitiative","80+ Jahre",0.3854
"f","Stadt Luzern",12,2014-09-28,"Einheitskrankenkasse","80+ Jahre",0.3668
"f","Stadt Luzern",13,2014-11-30,"Pauschalsteuer","80+ Jahre",0.3501
"f","Stadt Luzern",14,2015-03-08,"Energie- statt Mehrwertsteuer","80+ Jahre",0.2852
"f","Stadt Luzern",15,2015-03-29,"Kantons- und Regierungsratswahlen","80+ Jahre",0.2155
"f","Stadt Luzern",16,2015-05-10,"2. Wahlgang Regierungsratswahlen","80+ Jahre",0.2743
"f","Stadt Luzern",17,2015-06-14,"Erbschaftssteuer","80+ Jahre",0.2933
"f","Stadt Luzern",18,2015-10-18,"National- und Ständeratswahlen","80+ Jahre",0.2894
